index,price
3766,1470346.06099
3767,1257959.05931
3768,1488218.09643
3769,624976.021198
3770,2372073.97467
3771,930640.25146
3772,2933537.16998
3773,3314040.99809
3774,3135902.71464
3775,1299108.65922
3776,737536.062176
3777,3131416.2464
3778,824148.242383
3779,1577106.58785
3780,2193565.23693
3781,1341166.23844
3782,2397419.21964
3783,2643424.18699
3784,1213003.73808
3785,1042606.95787
3786,780126.539724
3787,794373.786688
3788,3146984.36107
3789,2224235.13664
3790,2576958.79554
3791,1778732.10489
3792,1416882.39654
3793,2704131.25294
3794,1771154.26943
3795,1998865.73661
3796,1392200.38852
3797,8598470.00626
3798,2177491.52757
3799,1242910.26813
3800,1882061.70979
3801,797153.717641
3802,1653910.98511
3803,5438689.31224
3804,1631874.52204
3805,1287579.32388
3806,916662.647719
3807,937976.182125
3808,1853378.08014
3809,1274660.96286
3810,1471483.82785
3811,902150.87753
3812,2064626.43488
3813,2120139.77948
3814,2785268.53611
3815,1962804.77371
3816,858825.221984
3817,1228051.34215
3818,2647599.3662
3819,2940056.10202
3820,818055.94795
3821,2876328.50992
3822,988724.282145
3823,921911.472149
3824,3938291.87902
3825,3955012.39349
3826,4878321.89411
3827,4979439.18621
3828,2498797.63354
3829,5139691.86727
3830,4053953.31033
3831,1014065.98166
3832,4511407.53473
3833,5459340.39922
3834,2577979.90828
3835,1621169.88108
3836,1971466.31038
3837,4493392.11855
3838,1143243.85277
3839,1730332.72023
3840,4140399.23274
3841,3106917.06018
3842,2887884.04346
3843,689797.202234
3844,944219.717267
3845,2237904.53493
3846,5056612.09481
3847,3142544.78682
3848,1221338.11709
3849,1899384.12866
3850,1160059.70241
3851,2168390.28938
3852,3678696.29696
3853,3312026.82718
3854,1222436.05851
3855,3053386.58404
3856,1017711.57044
3857,1840576.21111
3858,1681015.98937
3859,1360196.61493
3860,1069482.174
3861,1093954.12608
3862,1846743.4515
3863,877656.211181
3864,905299.403873
3865,2260293.19863
3866,2681935.40365
3867,2843413.30009
3868,763048.430177
3869,1070451.65844
3870,1643217.45664
3871,3450344.84291
3872,1049439.29764
3873,776104.181809
3874,5365798.79691
3875,1116991.95828
3876,21616959.0679
3877,2183193.44782
3878,1463553.7902
3879,1027520.77835
3880,3151057.67884
3881,953849.721982
3882,1616168.10227
3883,2422684.90358
3884,3338100.1051
3885,658865.345044
3886,1929825.88243
3887,1563438.59405
3888,5560883.3002
3889,759236.698722
3890,6013115.99644
3891,1524849.86012
3892,1118792.4727
3893,2175733.01977
3894,1010542.34297
3895,1623754.08634
3896,1880178.86895
3897,1271065.21869
3898,1045814.41258
3899,2417934.58047
3900,2683951.3496
3901,1917756.47243
3902,2714476.79017
3903,1202362.25582
3904,2087526.32935
3905,887072.576524
3906,1646411.88927
3907,2571232.83461
3908,1681781.53915
3909,1185993.61748
3910,2024602.70339
3911,1526868.77537
3912,1045136.92482
3913,2144047.15361
3914,960269.498558
3915,3188068.43767
3916,1066930.19288
3917,858093.335948
3918,2973585.31846
3919,1579314.0684
3920,1151514.72209
3921,1285808.49629
3922,1764836.3676
3923,734666.267348
3924,706178.588815
3925,2486741.01725
3926,877942.411339
3927,2025186.86872
3928,1612616.45247
3929,1263547.51182
3930,1535253.90322
3931,2147331.01576
3932,2704948.36425
3933,2025186.86872
3934,893214.04924
3935,1195971.91053
3936,3307452.80614
3937,807133.055984
3938,997235.472156
3939,1178536.99188
3940,1610777.39338
3941,1483191.66381
3942,1429471.8979
3943,1495166.06705
3944,1073336.37736
3945,3531907.56697
3946,823453.717781
3947,4209396.83802
3948,5590942.85618
3949,794696.802379
3950,2184176.63751
3951,1389162.10064
3952,2026167.96602
3953,1058851.36292
3954,984517.373997
3955,1278830.66641
3956,914311.318682
3957,1395088.7161
3958,1874649.73532
3959,1993103.53695
3960,1254173.71518
3961,1638886.61041
3962,893120.361783
3963,1151956.14832
3964,2196732.54711
3965,2764286.98152
3966,1064396.3042
3967,1246742.15883
3968,918932.455702
3969,1324071.89751
3970,1333621.04565
3971,1909586.04595
3972,720322.990752
3973,2600520.02598
3974,834195.336254
3975,884917.213014
3976,1149177.04754
3977,946183.527924
3978,7005484.46719
3979,2639574.63792
3980,707479.59671
3981,2330430.70076
3982,5683626.31721
3983,1799132.45535
3984,1464991.40281
3985,1487699.91282
3986,1244052.60734
3987,3429886.39442
3988,1298630.39703
3989,2760616.41172
3990,1552422.92073
3991,1829046.7685
3992,689797.202234
3993,1817455.82235
3994,4470566.88756
3995,1098368.58518
3996,6703419.45194
3997,1011891.81727
3998,604158.728086
3999,5673128.27881
4000,3108687.06208
4001,820946.508818
4002,1060543.41716
4003,2624605.28247
4004,1608749.91054
4005,5439100.9488
4006,1020120.80177
4007,1669999.00165
4008,3796092.56759
4009,1123629.05421
4010,3102886.5372
4011,1547730.68834
4012,1827190.20413
4013,1159620.51993
4014,1580246.29155
4015,891074.659168
4016,1127293.01952
4017,1120472.06348
4018,576338.271198
4019,1911264.91081
4020,1029670.36235
4021,2711141.23286
4022,788595.04475
4023,949528.231563
4024,2083440.60422
4025,1414920.52157
4026,995035.086708
4027,1225582.58182
4028,1542564.68593
4029,878546.201306
4030,5390131.78419
4031,3777534.01785
4032,3464649.69884
4033,6267368.20395
4034,1796150.02183
4035,1230783.28442
4036,886376.669757
4037,3346688.48212
4038,835978.157716
4039,534624.016115
4040,1379184.42208
4041,554779.41295
4042,944137.945179
4043,781904.290625
4044,1853878.713
4045,2116290.07111
4046,2950555.31384
4047,2223315.41684
4048,995394.392246
4049,2339368.1035
4050,3999728.84632
4051,3622655.01495
4052,1537653.88376
4053,6632473.03786
4054,813139.421512
4055,1020077.60977
4056,1166416.35071
4057,1307515.94801
4058,2449031.27525
4059,2004400.95127
4060,3107134.68505
4061,2375664.93372
4062,647665.036516
4063,792218.8121
4064,1824123.9205
4065,1005975.98671
4066,920892.589419
4067,1524425.62399
4068,1622110.21714
4069,1504236.62464
4070,804706.341295
4071,789055.050457
4072,711506.097539
4073,570849.894506
4074,1730577.15512
4075,2296514.13534
4076,3404266.98847
4077,986852.371089
4078,1515872.95878
4079,17478127.6198
4080,1851797.86654
4081,2730306.39448
4082,784385.272787
4083,2350277.30976
4084,1260719.31926
4085,1454972.66558
4086,1204422.74742
4087,6313881.96146
4088,1384876.90996
4089,1148712.86641
4090,945696.858652
4091,1835195.60196
4092,871694.971486
4093,2826964.20539
4094,2487285.44491
4095,2548570.55316
4096,1321477.43994
4097,4671729.36016
4098,1234515.76718
